Year,Year_Ceremony,Ceremony,Category_Globes,Film,Nominee,Win_Globe,Song_Title,Country
2020,2021,78,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Unorthodox,Shira Haas,FALSE,,
2020,2021,78,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,The Undoing,Nicole Kidman,FALSE,,
2020,2021,78,Best Performance by an Actress in a Motion Picture - Drama,The United States vs. Billie Holiday,Andra Day,TRUE,,
2020,2021,78,Best Performance by an Actress in a Motion Picture - Drama,Ma Rainey's Black Bottom,Viola Davis,FALSE,,
2020,2021,78,Best Performance by an Actress in a Motion Picture - Drama,Pieces of a Woman,Vanessa Kirby,FALSE,,
2020,2021,78,Best Performance by an Actress in a Motion Picture - Drama,Nomadland,Frances McDormand,FALSE,,
2020,2021,78,Best Performance by an Actress in a Motion Picture - Drama,Promising Young Woman,Carey Mulligan,FALSE,,
2020,2021,78,Best Performance by an Actress in a Motion Picture - Musical or Comedy,I Care a Lot,Rosamund Pike,TRUE,,
2020,2021,78,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,Maria Bakalova,FALSE,,
2020,2021,78,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Music,Kate Hudson,FALSE,,
2020,2021,78,Best Performance by an Actress in a Motion Picture - Musical or Comedy,French Exit,Michelle Pfeiffer,FALSE,,
2020,2021,78,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emma,Anya Taylor-Joy,FALSE,,
2020,2021,78,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",The Crown,Gillian Anderson,TRUE,,
2020,2021,78,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",The Crown,Helena Bonham Carter,FALSE,,
2020,2021,78,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ozark,Julia Garner,FALSE,,
2020,2021,78,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Schitt's Creek,Annie Murphy,FALSE,,
2020,2021,78,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ratched,Cynthia Nixon,FALSE,,
2020,2021,78,Best Performance by an Actress in a Supporting Role in any Motion Picture,The Mauritanian,Jodie Foster,TRUE,,
2020,2021,78,Best Performance by an Actress in a Supporting Role in any Motion Picture,Hillbilly Elegy,Glenn Close,FALSE,,
2020,2021,78,Best Performance by an Actress in a Supporting Role in any Motion Picture,The Father,Olivia Colman,FALSE,,
2020,2021,78,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mank,Amanda Seyfried,FALSE,,
2020,2021,78,Best Performance by an Actress in a Supporting Role in any Motion Picture,News of the World,Helena Zengel,FALSE,,
2020,2021,78,Best Performance by an Actress In A Television Series - Drama,The Crown,Emma Corrin,TRUE,,
2020,2021,78,Best Performance by an Actress In A Television Series - Drama,The Crown,Olivia Colman,FALSE,,
2020,2021,78,Best Performance by an Actress In A Television Series - Drama,Killing Eve,Jodie Comer,FALSE,,
2020,2021,78,Best Performance by an Actress In A Television Series - Drama,Ozark,Laura Linney,FALSE,,
2020,2021,78,Best Performance by an Actress In A Television Series - Drama,Ratched,Sarah Paulson,FALSE,,
2020,2021,78,Best Performance by an Actress in a Television Series - Musical or Comedy,Schitt's Creek,Catherine o'Hara,TRUE,,
2020,2021,78,Best Performance by an Actress in a Television Series - Musical or Comedy,Emily in Paris,Lily Collins,FALSE,,
2020,2021,78,Best Performance by an Actress in a Television Series - Musical or Comedy,The Flight Attendant,Kaley Cuoco,FALSE,,
2020,2021,78,Best Performance by an Actress in a Television Series - Musical or Comedy,The Great,Elle Fanning,FALSE,,
2020,2021,78,Best Performance by an Actress in a Television Series - Musical or Comedy,Zoey's Extraordinary Playlist,Jane Levy,FALSE,,
2020,2021,78,Best Screenplay - Motion Picture,The Trial of the Chicago 7,Aaron Sorkin,TRUE,,
2020,2021,78,Best Screenplay - Motion Picture,Promising Young Woman,Emerald Fennell,FALSE,,
2020,2021,78,Best Screenplay - Motion Picture,Mank,Jack Fincher,FALSE,,
2020,2021,78,Best Screenplay - Motion Picture,The Father,Christopher Hampton,FALSE,,
2020,2021,78,Best Screenplay - Motion Picture,The Father,Florian Zeller,FALSE,,
2020,2021,78,Best Screenplay - Motion Picture,Nomadland,Chloé Zhao,FALSE,,
2020,2021,78,Best Television Limited Series or Motion Picture Made for Television,The Queen's Gambit,,TRUE,,
2020,2021,78,Best Television Limited Series or Motion Picture Made for Television,Normal People,,FALSE,,
2020,2021,78,Best Television Limited Series or Motion Picture Made for Television,Small Axe,,FALSE,,
2020,2021,78,Best Television Limited Series or Motion Picture Made for Television,The Undoing,,FALSE,,
2020,2021,78,Best Television Limited Series or Motion Picture Made for Television,Unorthodox,,FALSE,,
2020,2021,78,Best Television Series - Drama,The Crown,,TRUE,,
2020,2021,78,Best Television Series - Drama,Lovecraft Country,,FALSE,,
2020,2021,78,Best Television Series - Drama,The Mandalorian,,FALSE,,
2020,2021,78,Best Television Series - Drama,Ozark,,FALSE,,
2020,2021,78,Best Television Series - Drama,Ratched,,FALSE,,
2020,2021,78,Best Television Series - Musical or Comedy,Schitt's Creek,,TRUE,,
2020,2021,78,Best Television Series - Musical or Comedy,Emily in Paris,,FALSE,,
2020,2021,78,Best Television Series - Musical or Comedy,The Flight Attendant,,FALSE,,
2020,2021,78,Best Television Series - Musical or Comedy,The Great,,FALSE,,
2020,2021,78,Best Television Series - Musical or Comedy,Ted Lasso,,FALSE,,
2020,2021,78,Carol Burnett Award,,Norman Lear,TRUE,,
2020,2021,78,Cecil B. deMille Award,,Jane Fonda,TRUE,,
2021,2022,79,Best Director - Motion Picture,The Power of the Dog,Jane Campion,TRUE,,
2021,2022,79,Best Director - Motion Picture,Belfast,Kenneth Branagh,FALSE,,
2021,2022,79,Best Director - Motion Picture,The Lost Daughter,Maggie Gyllenhaal,FALSE,,
2021,2022,79,Best Director - Motion Picture,West Side Story,Steven Spielberg,FALSE,,
2021,2022,79,Best Director - Motion Picture,Dune,Denis Villeneuve,FALSE,,
2021,2022,79,Best Motion Picture - Animated,Encanto,,TRUE,,
2021,2022,79,Best Motion Picture - Animated,Flee,,FALSE,,
2021,2022,79,Best Motion Picture - Animated,Luca,,FALSE,,
2021,2022,79,Best Motion Picture - Animated,My Sunny Maad,,FALSE,,
2021,2022,79,Best Motion Picture - Animated,Raya and the Last Dragon,,FALSE,,
2021,2022,79,Best Motion Picture - Drama,The Power of the Dog,,TRUE,,
2021,2022,79,Best Motion Picture - Drama,Belfast,,FALSE,,
2021,2022,79,Best Motion Picture - Drama,CODA,,FALSE,,
2021,2022,79,Best Motion Picture - Drama,Dune,,FALSE,,
2021,2022,79,Best Motion Picture - Drama,King Richard,,FALSE,,
2021,2022,79,Best Motion Picture - Foreign Language,Drive My Car,,TRUE,,Japan
2021,2022,79,Best Motion Picture - Foreign Language,Compartment No. 6,,FALSE,,Finland
2021,2022,79,Best Motion Picture - Foreign Language,The Hand of God,,FALSE,,Italy
2021,2022,79,Best Motion Picture - Foreign Language,A Hero,,FALSE,,Iran
2021,2022,79,Best Motion Picture - Foreign Language,Parallel Mothers,,FALSE,,Spain
2021,2022,79,Best Motion Picture - Musical or Comedy,West Side Story,,TRUE,,
2021,2022,79,Best Motion Picture - Musical or Comedy,Cyrano,,FALSE,,
2021,2022,79,Best Motion Picture - Musical or Comedy,Don't Look Up,,FALSE,,
2021,2022,79,Best Motion Picture - Musical or Comedy,Licorice Pizza,,FALSE,,
2021,2022,79,Best Motion Picture - Musical or Comedy,"tick, tick...BOOM!",,FALSE,,
2021,2022,79,Best Original Score - Motion Picture,Dune,Hans Zimmer,TRUE,,
2021,2022,79,Best Original Score - Motion Picture,The French Dispatch,Alexandre Desplat,FALSE,,
2021,2022,79,Best Original Score - Motion Picture,Encanto,Germaine Franco,FALSE,,
2021,2022,79,Best Original Score - Motion Picture,The Power of the Dog,Jonny Greenwood,FALSE,,
2021,2022,79,Best Original Score - Motion Picture,Parallel Mothers,Alberto Iglesias,FALSE,,
2021,2022,79,Best Original Song - Motion Picture,No Time to Die,Billie Eilish,TRUE,"""No Time to Die""",
2021,2022,79,Best Original Song - Motion Picture,No Time to Die,Finneas o'Connell,TRUE,"""No Time to Die""",
2021,2022,79,Best Original Song - Motion Picture,King Richard,Beyoncé,FALSE,"""Be Alive""",
2021,2022,79,Best Original Song - Motion Picture,King Richard,Dixson,FALSE,"""Be Alive""",
2021,2022,79,Best Original Song - Motion Picture,Encanto,Lin-Manuel Miranda,FALSE,"""Dos Oruguitas""",
2021,2022,79,Best Original Song - Motion Picture,Belfast,Van Morrison,FALSE,"""Down to Joy""",
2021,2022,79,Best Original Song - Motion Picture,Respect,Jamie Hartman,FALSE,"""Here I Am (Singing My Way Home)""",
2021,2022,79,Best Original Song - Motion Picture,Respect,Jennifer Hudson,FALSE,"""Here I Am (Singing My Way Home)""",
2021,2022,79,Best Original Song - Motion Picture,Respect,Carole King,FALSE,"""Here I Am (Singing My Way Home)""",
2021,2022,79,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Dopesick,Michael Keaton,TRUE,,
2021,2022,79,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,WandaVision,Paul Bettany,FALSE,,
2021,2022,79,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Scenes from a Marriage,Oscar Isaac,FALSE,,
2021,2022,79,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Halston,Ewan McGregor,FALSE,,
2021,2022,79,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,The Serpent,Tahar Rahim,FALSE,,
2021,2022,79,Best Performance by an Actor in a Motion Picture - Drama,King Richard,Will Smith,TRUE,,
2021,2022,79,Best Performance by an Actor in a Motion Picture - Drama,Swan Song,Mahershala Ali,FALSE,,
2021,2022,79,Best Performance by an Actor in a Motion Picture - Drama,Being the Ricardos,Javier Bardem,FALSE,,
2021,2022,79,Best Performance by an Actor in a Motion Picture - Drama,The Power of the Dog,Benedict Cumberbatch,FALSE,,
2021,2022,79,Best Performance by an Actor in a Motion Picture - Drama,The Tragedy of Macbeth,Denzel Washington,FALSE,,
2021,2022,79,Best Performance by an Actor in a Motion Picture - Musical or Comedy,"tick, tick...BOOM!",Andrew Garfield,TRUE,,
2021,2022,79,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Don't Look Up,Leonardo diCaprio,FALSE,,
2021,2022,79,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Cyrano,Peter Dinklage,FALSE,,
2021,2022,79,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Licorice Pizza,Cooper Hoffman,FALSE,,
2021,2022,79,Best Performance by an Actor in a Motion Picture - Musical or Comedy,In the Heights,Anthony Ramos,FALSE,,
2021,2022,79,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Squid Game,O Yeong-su,TRUE,,
2021,2022,79,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",The Morning Show,Billy Crudup,FALSE,,
2021,2022,79,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Succession,Kieran Culkin,FALSE,,
2021,2022,79,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",The Morning Show,Mark Duplass,FALSE,,
2021,2022,79,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ted Lasso,Brett Goldstein,FALSE,,
2021,2022,79,Best Performance by an Actor in a Supporting Role in any Motion Picture,The Power of the Dog,Kodi Smit-McPhee,TRUE,,
2021,2022,79,Best Performance by an Actor in a Supporting Role in any Motion Picture,The Tender Bar,Ben Affleck,FALSE,,
2021,2022,79,Best Performance by an Actor in a Supporting Role in any Motion Picture,Belfast,Jamie Dornan,FALSE,,
2021,2022,79,Best Performance by an Actor in a Supporting Role in any Motion Picture,Belfast,Ciarán Hinds,FALSE,,
2021,2022,79,Best Performance by an Actor in a Supporting Role in any Motion Picture,CODA,Troy Kotsur,FALSE,,
2021,2022,79,Best Performance by an Actor In A Television Series - Drama,Succession,Jeremy Strong,TRUE,,
2021,2022,79,Best Performance by an Actor In A Television Series - Drama,Succession,Brian Cox,FALSE,,
2021,2022,79,Best Performance by an Actor In A Television Series - Drama,Squid Game,Lee Jung-jae,FALSE,,
2021,2022,79,Best Performance by an Actor In A Television Series - Drama,Pose,Billy Porter,FALSE,,
2021,2022,79,Best Performance by an Actor In A Television Series - Drama,Lupin,Omar Sy,FALSE,,
2021,2022,79,Best Performance by an Actor in a Television Series - Musical or Comedy,Ted Lasso,Jason Sudeikis,TRUE,,
2021,2022,79,Best Performance by an Actor in a Television Series - Musical or Comedy,Black-ish,Anthony Anderson,FALSE,,
2021,2022,79,Best Performance by an Actor in a Television Series - Musical or Comedy,The Great,Nicholas Hoult,FALSE,,
2021,2022,79,Best Performance by an Actor in a Television Series - Musical or Comedy,Only Murders in the Building,Steve Martin,FALSE,,
2021,2022,79,Best Performance by an Actor in a Television Series - Musical or Comedy,Only Murders in the Building,Martin Short,FALSE,,
2021,2022,79,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Mare of Easttown,Kate Winslet,TRUE,,
2021,2022,79,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Scenes from a Marriage,Jessica Chastain,FALSE,,
2021,2022,79,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Genius: Aretha,Cynthia Erivo,FALSE,,
2021,2022,79,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,WandaVision,Elizabeth Olsen,FALSE,,
2021,2022,79,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Maid,Margaret Qualley,FALSE,,
2021,2022,79,Best Performance by an Actress in a Motion Picture - Drama,Being the Ricardos,Nicole Kidman,TRUE,,
2021,2022,79,Best Performance by an Actress in a Motion Picture - Drama,The Eyes of Tammy Faye,Jessica Chastain,FALSE,,
2021,2022,79,Best Performance by an Actress in a Motion Picture - Drama,The Lost Daughter,Olivia Colman,FALSE,,
2021,2022,79,Best Performance by an Actress in a Motion Picture - Drama,House of Gucci,Lady Gaga,FALSE,,
2021,2022,79,Best Performance by an Actress in a Motion Picture - Drama,Spencer,Kristen Stewart,FALSE,,
2021,2022,79,Best Performance by an Actress in a Motion Picture - Musical or Comedy,West Side Story,Rachel Zegler,TRUE,,
2021,2022,79,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Annette,Marion Cotillard,FALSE,,
2021,2022,79,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Licorice Pizza,Alana Haim,FALSE,,
2021,2022,79,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Don't Look Up,Jennifer Lawrence,FALSE,,
2021,2022,79,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Cruella,Emma Stone,FALSE,,
2021,2022,79,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Succession,Sarah Snook,TRUE,,
2021,2022,79,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",The White Lotus,Jennifer Coolidge,FALSE,,
2021,2022,79,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Dopesick,Kaitlyn Dever,FALSE,,
2021,2022,79,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Maid,Andie MacDowell,FALSE,,
2021,2022,79,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ted Lasso,Hannah Waddingham,FALSE,,
2021,2022,79,Best Performance by an Actress in a Supporting Role in any Motion Picture,West Side Story,Ariana deBose,TRUE,,
2021,2022,79,Best Performance by an Actress in a Supporting Role in any Motion Picture,Belfast,Caitriona Balfe,FALSE,,
2021,2022,79,Best Performance by an Actress in a Supporting Role in any Motion Picture,The Power of the Dog,Kirsten Dunst,FALSE,,
2021,2022,79,Best Performance by an Actress in a Supporting Role in any Motion Picture,King Richard,Aunjanue Ellis,FALSE,,
2021,2022,79,Best Performance by an Actress in a Supporting Role in any Motion Picture,Passing,Ruth Negga,FALSE,,
2021,2022,79,Best Performance by an Actress In A Television Series - Drama,Pose,Michaela Jaé Rodriguez,TRUE,,
2021,2022,79,Best Performance by an Actress In A Television Series - Drama,In Treatment,Uzo Aduba,FALSE,,
2021,2022,79,Best Performance by an Actress In A Television Series - Drama,The Morning Show,Jennifer Aniston,FALSE,,
2021,2022,79,Best Performance by an Actress In A Television Series - Drama,The Good Fight,Christine Baranski,FALSE,,
2021,2022,79,Best Performance by an Actress In A Television Series - Drama,The Handmaid's Tale,Elisabeth Moss,FALSE,,
2021,2022,79,Best Performance by an Actress in a Television Series - Musical or Comedy,Hacks,Jean Smart,TRUE,,
2021,2022,79,Best Performance by an Actress in a Television Series - Musical or Comedy,Hacks,Hannah Einbinder,FALSE,,
2021,2022,79,Best Performance by an Actress in a Television Series - Musical or Comedy,The Great,Elle Fanning,FALSE,,
2021,2022,79,Best Performance by an Actress in a Television Series - Musical or Comedy,Insecure,Issa Rae,FALSE,,
2021,2022,79,Best Performance by an Actress in a Television Series - Musical or Comedy,Black-ish,Tracee Ellis Ross,FALSE,,
2021,2022,79,Best Screenplay - Motion Picture,Belfast,Kenneth Branagh,TRUE,,
2021,2022,79,Best Screenplay - Motion Picture,Licorice Pizza,Paul Thomas Anderson,FALSE,,
2021,2022,79,Best Screenplay - Motion Picture,The Power of the Dog,Jane Campion,FALSE,,
2021,2022,79,Best Screenplay - Motion Picture,Don't Look Up,Adam McKay,FALSE,,
2021,2022,79,Best Screenplay - Motion Picture,Being the Ricardos,Aaron Sorkin,FALSE,,
2021,2022,79,Best Television Limited Series or Motion Picture Made for Television,The Underground Railroad,,TRUE,,
2021,2022,79,Best Television Limited Series or Motion Picture Made for Television,Dopesick,,FALSE,,
2021,2022,79,Best Television Limited Series or Motion Picture Made for Television,Impeachment: American Crime Story,,FALSE,,
2021,2022,79,Best Television Limited Series or Motion Picture Made for Television,Maid,,FALSE,,
2021,2022,79,Best Television Limited Series or Motion Picture Made for Television,Mare of Easttown,,FALSE,,
2021,2022,79,Best Television Series - Drama,Succession,,TRUE,,
2021,2022,79,Best Television Series - Drama,Lupin,,FALSE,,
2021,2022,79,Best Television Series - Drama,The Morning Show,,FALSE,,
2021,2022,79,Best Television Series - Drama,Pose,,FALSE,,
2021,2022,79,Best Television Series - Drama,Squid Game,,FALSE,,
2021,2022,79,Best Television Series - Musical or Comedy,Hacks,,TRUE,,
2021,2022,79,Best Television Series - Musical or Comedy,The Great,,FALSE,,
2021,2022,79,Best Television Series - Musical or Comedy,Only Murders in the Building,,FALSE,,
2021,2022,79,Best Television Series - Musical or Comedy,Reservation Dogs,,FALSE,,
2021,2022,79,Best Television Series - Musical or Comedy,Ted Lasso,,FALSE,,
2021,2022,79,Carol Burnett Award,,,FALSE,,
2021,2022,79,Cecil B. deMille Award,,,FALSE,,
2022,2023,80,Best Director - Motion Picture,Avatar: The Way of Water,James Cameron,FALSE,,
2022,2023,80,Best Director - Motion Picture,Everything Everywhere All at Once,Daniel Kwan,FALSE,,
2022,2023,80,Best Director - Motion Picture,Everything Everywhere All at Once,Daniel Scheinert,FALSE,,
2022,2023,80,Best Director - Motion Picture,Elvis,Baz Luhrmann,FALSE,,
2022,2023,80,Best Director - Motion Picture,The Banshees of Inisherin,Martin McDonagh,FALSE,,
2022,2023,80,Best Director - Motion Picture,The Fabelmans,Steven Spielberg,TRUE,,
2022,2023,80,Best Motion Picture - Animated,Guillermo del Toro's 'Pinocchio',,TRUE,,
2022,2023,80,Best Motion Picture - Animated,Inu-Oh,,FALSE,,
2022,2023,80,Best Motion Picture - Animated,Marcel the Shell with Shoes On,,FALSE,,
2022,2023,80,Best Motion Picture - Animated,Puss in Boots: The Last Wish,,FALSE,,
2022,2023,80,Best Motion Picture - Animated,Turning Red,,FALSE,,
2022,2023,80,Best Motion Picture - Drama,Avatar: The Way of Water,,FALSE,,
2022,2023,80,Best Motion Picture - Drama,Elvis,,FALSE,,
2022,2023,80,Best Motion Picture - Drama,The Fabelmans,,TRUE,,
2022,2023,80,Best Motion Picture - Drama,Tár,,FALSE,,
2022,2023,80,Best Motion Picture - Drama,Top Gun: Maverick,,FALSE,,
2022,2023,80,Best Motion Picture - Foreign Language,All Quiet on the Western Front,,FALSE,,Germany
2022,2023,80,Best Motion Picture - Foreign Language,"Argentina, 1985",,TRUE,,Argentina
2022,2023,80,Best Motion Picture - Foreign Language,Close,,FALSE,,"Belgium, France, Netherlands"
2022,2023,80,Best Motion Picture - Foreign Language,Decision to Leave,,FALSE,,South Korea
2022,2023,80,Best Motion Picture - Foreign Language,RRR,,FALSE,,India
2022,2023,80,Best Motion Picture - Musical or Comedy,Babylon,,FALSE,,
2022,2023,80,Best Motion Picture - Musical or Comedy,The Banshees of Inisherin,,TRUE,,
2022,2023,80,Best Motion Picture - Musical or Comedy,Everything Everywhere All at Once,,FALSE,,
2022,2023,80,Best Motion Picture - Musical or Comedy,Glass Onion: A 'Knives Out' Mystery,,FALSE,,
2022,2023,80,Best Motion Picture - Musical or Comedy,Triangle of Sadness,,FALSE,,
2022,2023,80,Best Original Score - Motion Picture,The Banshees of Inisherin,Carter Burwell,FALSE,,
2022,2023,80,Best Original Score - Motion Picture,Guillermo del Toro's 'Pinocchio',Alexandre Desplat,FALSE,,
2022,2023,80,Best Original Score - Motion Picture,Women Talking,Hildur Guðnadóttir,FALSE,,
2022,2023,80,Best Original Score - Motion Picture,Babylon,Justin Hurwitz,TRUE,,
2022,2023,80,Best Original Score - Motion Picture,The Fabelmans,John Williams,FALSE,,
2022,2023,80,Best Original Song - Motion Picture,Where the Crawdads Sing,Taylor Swift,FALSE,"""Carolina""",
2022,2023,80,Best Original Song - Motion Picture,Guillermo del Toro's 'Pinocchio',Roeben Katz,FALSE,"""Ciao Papa""",
2022,2023,80,Best Original Song - Motion Picture,Guillermo del Toro's 'Pinocchio',Guillermo del Toro,FALSE,"""Ciao Papa""",
2022,2023,80,Best Original Song - Motion Picture,Top Gun: Maverick,Lady Gaga,FALSE,"""Hold My Hand""",
2022,2023,80,Best Original Song - Motion Picture,Top Gun: Maverick,BloodPop,FALSE,"""Hold My Hand""",
2022,2023,80,Best Original Song - Motion Picture,Black Panther: Wakanda Forever,Tems,FALSE,"""Lift Me Up""",
2022,2023,80,Best Original Song - Motion Picture,Black Panther: Wakanda Forever,Ludwig Göransson,FALSE,"""Lift Me Up""",
2022,2023,80,Best Original Song - Motion Picture,Black Panther: Wakanda Forever,Rihanna,FALSE,"""Lift Me Up""",
2022,2023,80,Best Original Song - Motion Picture,Black Panther: Wakanda Forever,Ryan Coogler,FALSE,"""Lift Me Up""",
2022,2023,80,Best Original Song - Motion Picture,RRR,Kala Bhairava,TRUE,"""Naatu Naatu""",
2022,2023,80,Best Original Song - Motion Picture,RRR,M. M. Keeravani,TRUE,"""Naatu Naatu""",
2022,2023,80,Best Original Song - Motion Picture,RRR,Rahul Sipligunj,TRUE,"""Naatu Naatu""",
2022,2023,80,"Best Performance by an Actor in a Limited Series, Anthology Series or a Motion Picture Made for Television",Black Bird,Taron Egerton,FALSE,,
2022,2023,80,"Best Performance by an Actor in a Limited Series, Anthology Series or a Motion Picture Made for Television",The Staircase,Colin Firth,FALSE,,
2022,2023,80,"Best Performance by an Actor in a Limited Series, Anthology Series or a Motion Picture Made for Television",Under the Banner of Heaven,Andrew Garfield,FALSE,,
2022,2023,80,"Best Performance by an Actor in a Limited Series, Anthology Series or a Motion Picture Made for Television",Monster: The Jeffrey Dahmer Story,Evan Peters,TRUE,,
2022,2023,80,"Best Performance by an Actor in a Limited Series, Anthology Series or a Motion Picture Made for Television",Pam & Tommy,Sebastian Stan,FALSE,,
2022,2023,80,Best Performance by an Actor in a Motion Picture - Drama,Elvis,Austin Butler,TRUE,,
2022,2023,80,Best Performance by an Actor in a Motion Picture - Drama,The Whale,Brendan Fraser,FALSE,,
2022,2023,80,Best Performance by an Actor in a Motion Picture - Drama,The Son,Hugh Jackman,FALSE,,
2022,2023,80,Best Performance by an Actor in a Motion Picture - Drama,Living,Bill Nighy,FALSE,,
2022,2023,80,Best Performance by an Actor in a Motion Picture - Drama,The Inspection,Jeremy Pope,FALSE,,
2022,2023,80,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Babylon,Diego Calva,FALSE,,
2022,2023,80,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Glass Onion: A 'Knives Out' Mystery,Daniel Craig,FALSE,,
2022,2023,80,Best Performance by an Actor in a Motion Picture - Musical or Comedy,White Noise,Adam Driver,FALSE,,
2022,2023,80,Best Performance by an Actor in a Motion Picture - Musical or Comedy,The Banshees of Inisherin,Colin Farrell,TRUE,,
2022,2023,80,Best Performance by an Actor in a Motion Picture - Musical or Comedy,The Menu,Ralph Fiennes,FALSE,,
2022,2023,80,"Best Performance by an Actor in a Supporting Role in a Limited Series, Anthology Series or Motion Picture Made for Television",The White Lotus,F. Murray Abraham,FALSE,,
2022,2023,80,"Best Performance by an Actor in a Supporting Role in a Limited Series, Anthology Series or Motion Picture Made for Television",The Patient,Domhnall Gleeson,FALSE,,
2022,2023,80,"Best Performance by an Actor in a Supporting Role in a Limited Series, Anthology Series or Motion Picture Made for Television",Black Bird,Paul Walter Hauser,TRUE,,
2022,2023,80,"Best Performance by an Actor in a Supporting Role in a Limited Series, Anthology Series or Motion Picture Made for Television",Monster: The Jeffrey Dahmer Story,Richard Jenkins,FALSE,,
2022,2023,80,"Best Performance by an Actor in a Supporting Role in a Limited Series, Anthology Series or Motion Picture Made for Television",Pam & Tommy,Seth Rogen,FALSE,,
2022,2023,80,Best Performance by an Actor in a Supporting Role in any Motion Picture,The Banshees of Inisherin,Brendan Gleeson,FALSE,,
2022,2023,80,Best Performance by an Actor in a Supporting Role in any Motion Picture,The Banshees of Inisherin,Barry Keoghan,FALSE,,
2022,2023,80,Best Performance by an Actor in a Supporting Role in any Motion Picture,Babylon,Brad Pitt,FALSE,,
2022,2023,80,Best Performance by an Actor in a Supporting Role in any Motion Picture,Everything Everywhere All at Once,Ke Huy Quan,TRUE,,
2022,2023,80,Best Performance by an Actor in a Supporting Role in any Motion Picture,The Good Nurse,Eddie Redmayne,FALSE,,
2022,2023,80,Best Performance by an Actor In A Television Series - Drama,The Old Man,Jeff Bridges,FALSE,,
2022,2023,80,Best Performance by an Actor In A Television Series - Drama,Yellowstone,Kevin Costner,TRUE,,
2022,2023,80,Best Performance by an Actor In A Television Series - Drama,Andor,Diego Luna,FALSE,,
2022,2023,80,Best Performance by an Actor In A Television Series - Drama,Better Call Saul,Bob Odenkirk,FALSE,,
2022,2023,80,Best Performance by an Actor In A Television Series - Drama,Severance,Adam Scott,FALSE,,
2022,2023,80,Best Performance by an Actor in a Television Series - Musical or Comedy,Altanta,Donald Glover,FALSE,,
2022,2023,80,Best Performance by an Actor in a Television Series - Musical or Comedy,Barry,Bill Hader,FALSE,,
2022,2023,80,Best Performance by an Actor in a Television Series - Musical or Comedy,Only Murders in the Building,Steve Martin,FALSE,,
2022,2023,80,Best Performance by an Actor in a Television Series - Musical or Comedy,Only Murders in the Building,Martin Short,FALSE,,
2022,2023,80,Best Performance by an Actor in a Television Series - Musical or Comedy,The Bear,Jeremy Allen White,TRUE,,
2022,2023,80,"Best Performance by an Actress in a Limited Series, Anthology Series or a Motion Picture Made for Television",George and Tammy,Jessica Chastain,FALSE,,
